naive	101	337.418314403243	0.08381690848859967	0.0
atomic	82	272.4587341513724	0.1454598481677746	0.0
atomic	122	349.59163849330884	0.060708956999805434	0.0
naive	9	37.23151424291577	0.10063280254527317	0.0
atomic	89	290.33797836833617	0.14071356257634787	0.0
naive	3	13.042688138602616	0.0035556978422273578	0.0
atomic	121	349.1979396047937	0.06550216827556643	0.0
atomic	1	4.521425225573904	0.0	0.0
atomic	43	156.25235957752975	0.15799749711452327	0.0
naive	20	81.15748427218676	0.10718661971460909	0.0
naive	76	273.0150815686441	0.10089978203995978	0.0
naive	50	189.18933542743227	0.10778833333973382	0.0
atomic	8	32.19371278922404	0.14230203334087463	0.0
atomic	10	38.277652618359866	0.15223206635695294	0.0
naive	64	239.3940669652184	0.10787702077714038	0.0
naive	122	382.0419482983278	0.03979235487027213	0.0
naive	40	152.35715709505521	0.11138774285262465	0.0
naive	53	200.72349063652425	0.11221686810761489	0.0
atomic	61	220.4548391537558	0.15922827529982037	0.0
naive	126	389.05209464155365	0.021607222175220115	0.0
naive	115	369.5429584342328	0.059747995104337086	0.0
naive	43	164.6299490476095	0.10989963383360755	0.0
atomic	78	262.0283717033701	0.14746365218441096	0.0
atomic	111	334.707811327285	0.10411546129082343	0.0
atomic	105	322.39279847300736	0.11245838988340306	0.0
atomic	27	102.84209272401081	0.15556910585986283	0.0
naive	66	243.84677626948556	0.10667090079604914	0.0
naive	2	8.687340655168827	0.005648291710474368	0.0
naive	113	365.8285575192034	0.06251101781291946	0.0
naive	85	299.4060476068213	0.09675643494289131	0.0
naive	114	365.84104240487846	0.05878805026931028	0.0
atomic	44	159.92068462705916	0.1545708444367957	0.0
atomic	7	27.489624490046427	0.1392196242717041	0.0
atomic	74	250.63465353626682	0.14796160579858736	0.0
atomic	69	238.33714859662925	0.15268677090289176	0.0
atomic	114	338.5781501248171	0.09090506679984038	0.0
atomic	20	78.1602102587816	0.14986545385190797	0.0
atomic	123	349.67485577489657	0.049937535508868446	0.0
atomic	16	61.28862494133889	0.15188287097565742	0.0
naive	8	32.48270765294115	0.10299955547293847	0.0
naive	107	351.16456124664205	0.06879352546244343	0.0
atomic	84	277.29062194235115	0.14240443634077354	0.0
atomic	58	210.64088761164646	0.160102490846622	0.0
atomic	9	36.497629771828535	0.13900047049055345	0.0
naive	18	72.01837588871011	0.11019167070033502	0.0
atomic	47	172.3368668502274	0.15721222605589338	0.0
naive	1	4.465892638154622	0.0	0.0
atomic	100	314.1202864268138	0.12601917377345492	0.0
atomic	41	148.42273822575706	0.15695876316708732	0.0
atomic	35	131.30077307108394	0.15594396049409034	0.0
naive	73	263.06695631116884	0.10170190577301765	0.0
naive	116	372.7872788712562	0.05769410112095242	0.0
atomic	70	240.39137639207644	0.1510827543748158	0.0
naive	42	160.02920006728124	0.1132655194071833	0.0
naive	14	55.131772249073656	0.11303245589990044	0.0
atomic	63	225.58093997582753	0.15893050854427138	0.0
naive	62	234.5004333682697	0.10745915236124826	0.0
naive	37	141.39161427508324	0.11303333167127849	0.0
atomic	28	106.88796547442367	0.1564605241278162	0.0
naive	44	168.61309407135283	0.10995793229389632	0.0
atomic	65	229.09138631081854	0.1578318464396674	0.0
atomic	86	284.87838895554995	0.14660921990266373	0.0
naive	102	342.15414659944986	0.08044211343371548	0.0
naive	16	63.33733158486012	0.11587604945143604	0.0
atomic	38	136.07871705211733	0.15650851734580967	0.0
atomic	34	129.25271769771928	0.15467912243847706	0.0
naive	17	67.2707893915222	0.10978782594589698	0.0
atomic	30	115.45988931142651	0.1528930670203757	0.0
atomic	37	134.24470418860736	0.1589590651635226	0.0
naive	103	344.9074126302123	0.07903586279621755	0.0
naive	120	378.341635497534	0.04625795721855632	0.0
naive	45	172.55032455778738	0.10939349333552564	0.0
atomic	118	345.70465136248265	0.07919727506146088	0.0
naive	125	388.3858507064974	0.02703635876890879	0.0
atomic	97	307.7395495889414	0.12949113039471133	0.0
atomic	60	216.63124264446668	0.15953218253927887	0.0
naive	60	226.5786741672096	0.11013391459752984	0.0
atomic	36	132.63179980646194	0.15786831503472276	0.0
naive	74	266.686441852691	0.10228581360236061	0.0
naive	94	322.78976276431956	0.08897184060221655	0.0
naive	36	138.7456112065344	0.11411986446181	0.0
naive	29	115.4877742870686	0.112347694736441	0.0
naive	23	92.18025006253968	0.109991130518942	0.0
naive	111	362.66939296561253	0.06886099810429733	0.0
atomic	77	258.41892034457976	0.14646739258425293	0.0
naive	69	252.49887171030315	0.10462825270016055	0.0
atomic	18	69.78507596611675	0.1564302726430304	0.0
atomic	96	305.1339411359082	0.13287344879898638	0.0
atomic	110	332.10410989567623	0.10751399596400579	0.0
atomic	88	288.2118974362532	0.1430433969891459	0.0
atomic	87	286.5284270667101	0.1450899130122428	0.0
naive	78	278.71033198166157	0.10028703682983141	0.0
naive	51	192.7118783008114	0.11168343642146544	0.0
naive	41	156.0288310463848	0.11341172754254202	0.0
naive	91	315.7602563428774	0.09457398858283608	0.0
atomic	91	294.9175394213062	0.14042549583245134	0.0
naive	61	230.66508219199426	0.10769444105327222	0.0
atomic	62	224.46817043678985	0.15797773157104594	0.0
atomic	4	17.620351682396684	0.004363648692050186	0.0
naive	104	345.85698885138186	0.07691633460049281	0.0
atomic	115	339.3985666463274	0.09071919342175883	0.0
naive	27	107.13235332261881	0.11033393772513832	0.0
atomic	12	43.79862293479608	0.14786523477779695	0.0
naive	32	125.82177654991233	0.1139069777172864	0.0
naive	80	285.9327140546022	0.10121432581450385	0.0
atomic	25	96.93437215754493	0.1526230020397404	0.0
atomic	67	234.65932194663566	0.15682337920327852	0.0
atomic	29	111.13889216329407	0.15385691706001384	0.0
atomic	15	56.57594249108251	0.15320249409136746	0.0
naive	96	328.72375900440846	0.08874570223369205	0.0
